"","unique_id","experiment","total_cycle","Treatment","PtoA","LtoP","Egg_period","Larval_period","Egg_laying"
"622",724,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"623",725,"autumn",NA,20,TRUE,TRUE,NA,11,"2015-10-14T00:00:00Z"
"624",726,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"625",727,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"626",728,"autumn",NA,20,TRUE,TRUE,NA,13,"2015-10-14T00:00:00Z"
"627",729,"autumn",NA,20,TRUE,TRUE,NA,13,"2015-10-14T00:00:00Z"
"628",730,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"629",731,"autumn",NA,20,FALSE,FALSE,NA,2,"2015-10-14T00:00:00Z"
"630",732,"autumn",18,25,FALSE,FALSE,2,16,"2015-10-09T00:00:00Z"
"631",733,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"632",734,"autumn",NA,20,TRUE,TRUE,NA,NA,"2015-10-14T00:00:00Z"
"633",735,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"634",736,"autumn",NA,20,FALSE,TRUE,NA,13,"2015-10-14T00:00:00Z"
"635",737,"autumn",NA,20,FALSE,FALSE,NA,2,"2015-10-14T00:00:00Z"
"636",738,"autumn",NA,20,FALSE,TRUE,NA,13,"2015-10-14T00:00:00Z"
"637",739,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"638",740,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"639",741,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"640",742,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"641",743,"autumn",NA,25,TRUE,TRUE,NA,12,"2015-10-14T00:00:00Z"
"642",744,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"643",745,"autumn",NA,20,FALSE,TRUE,NA,13,"2015-10-14T00:00:00Z"
"644",746,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"645",747,"autumn",NA,20,TRUE,TRUE,NA,NA,"2015-10-14T00:00:00Z"
"646",748,"autumn",NA,20,FALSE,FALSE,NA,3,"2015-10-14T00:00:00Z"
"647",749,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-14T00:00:00Z"
"648",750,"autumn",NA,20,FALSE,TRUE,NA,10,"2015-10-14T00:00:00Z"
"649",751,"autumn",31,20,FALSE,FALSE,8,23,"2015-10-14T00:00:00Z"
"650",752,"autumn",NA,20,TRUE,TRUE,NA,15,"2015-10-14T00:00:00Z"
"651",753,"autumn",NA,20,TRUE,TRUE,NA,15,NA
"652",754,"autumn",NA,25,FALSE,FALSE,NA,14,"2015-10-14T00:00:00Z"
"653",755,"autumn",NA,20,FALSE,TRUE,NA,13,NA
"654",756,"autumn",NA,20,FALSE,FALSE,NA,16,NA
"655",757,"autumn",NA,20,TRUE,TRUE,NA,13,NA
"656",758,"autumn",NA,20,TRUE,TRUE,NA,13,NA
"657",759,"autumn",NA,20,FALSE,FALSE,NA,14,NA
"658",760,"autumn",NA,20,FALSE,FALSE,NA,2,NA
"659",761,"autumn",NA,20,FALSE,FALSE,NA,12,NA
"660",762,"autumn",NA,20,FALSE,FALSE,NA,3,NA
"661",763,"autumn",NA,20,TRUE,TRUE,NA,10,NA
"662",764,"autumn",NA,20,FALSE,FALSE,NA,13,NA
"663",765,"autumn",NA,25,FALSE,FALSE,NA,14,"2015-10-14T00:00:00Z"
"664",766,"autumn",NA,20,TRUE,TRUE,NA,14,NA
"665",767,"autumn",NA,20,FALSE,FALSE,NA,2,NA
"666",768,"autumn",NA,20,FALSE,FALSE,NA,1,NA
"667",769,"autumn",NA,25,FALSE,TRUE,NA,12,"2015-10-14T00:00:00Z"
"668",770,"autumn",NA,25,TRUE,TRUE,NA,12,"2015-10-14T00:00:00Z"
"669",771,"autumn",NA,25,TRUE,TRUE,2,13,"2015-10-13T00:00:00Z"
"670",772,"autumn",NA,25,FALSE,TRUE,2,11,"2015-10-13T00:00:00Z"
"671",773,"autumn",NA,25,TRUE,TRUE,2,11,"2015-10-13T00:00:00Z"
"672",774,"autumn",11,25,FALSE,FALSE,2,9,"2015-10-13T00:00:00Z"
"673",775,"autumn",9,25,FALSE,FALSE,2,7,"2015-10-13T00:00:00Z"
"674",776,"autumn",7,25,FALSE,FALSE,2,5,"2015-10-13T00:00:00Z"
"675",777,"autumn",9,25,FALSE,FALSE,2,7,"2015-10-13T00:00:00Z"
"676",778,"autumn",NA,25,FALSE,FALSE,NA,12,NA
"677",779,"autumn",NA,25,FALSE,FALSE,NA,2,NA
"678",780,"autumn",NA,25,TRUE,TRUE,1,13,"2015-10-13T00:00:00Z"
"679",781,"autumn",12,25,FALSE,FALSE,2,10,"2015-10-13T00:00:00Z"
"680",782,"autumn",NA,25,TRUE,TRUE,2,11,"2015-10-13T00:00:00Z"
"681",783,"autumn",23,25,FALSE,FALSE,2,21,"2015-10-13T00:00:00Z"
"682",784,"autumn",NA,25,TRUE,TRUE,2,11,"2015-10-13T00:00:00Z"
"683",785,"autumn",9,25,FALSE,FALSE,2,7,"2015-10-13T00:00:00Z"
"684",786,"autumn",NA,25,FALSE,TRUE,1,13,"2015-10-13T00:00:00Z"
"685",787,"autumn",NA,25,FALSE,TRUE,1,13,"2015-10-13T00:00:00Z"
"686",788,"autumn",NA,25,TRUE,TRUE,1,13,"2015-10-13T00:00:00Z"
"687",789,"autumn",NA,25,TRUE,TRUE,2,13,"2015-10-13T00:00:00Z"
"688",790,"autumn",NA,25,FALSE,TRUE,2,11,"2015-10-13T00:00:00Z"
"689",791,"autumn",NA,25,FALSE,TRUE,2,11,"2015-10-13T00:00:00Z"
"690",792,"autumn",NA,25,TRUE,TRUE,2,13,"2015-10-13T00:00:00Z"
"691",793,"autumn",NA,25,FALSE,TRUE,2,13,"2015-10-13T00:00:00Z"
"692",794,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-07T00:00:00Z"
"693",795,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-07T00:00:00Z"
"694",796,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-07T00:00:00Z"
"695",797,"autumn",NA,20,FALSE,TRUE,NA,12,"2015-10-07T00:00:00Z"
"696",798,"autumn",NA,25,FALSE,FALSE,NA,8,NA
"697",799,"autumn",NA,25,FALSE,TRUE,3,14,"2015-10-09T00:00:00Z"
"698",800,"autumn",NA,25,FALSE,FALSE,NA,8,"2015-10-09T00:00:00Z"
"699",801,"autumn",NA,20,FALSE,TRUE,NA,15,NA
"700",802,"autumn",NA,20,TRUE,TRUE,NA,15,NA
"701",803,"autumn",NA,20,TRUE,TRUE,NA,15,NA
"702",804,"autumn",NA,20,TRUE,TRUE,NA,10,NA
"703",805,"autumn",NA,20,FALSE,TRUE,NA,13,"2015-10-19T00:00:00Z"
"704",806,"autumn",NA,20,TRUE,TRUE,NA,22,"2015-10-19T00:00:00Z"
"705",807,"autumn",NA,20,TRUE,TRUE,NA,10,"2015-10-19T00:00:00Z"
"706",808,"autumn",NA,20,FALSE,FALSE,NA,1,"2015-10-19T00:00:00Z"
"707",809,"autumn",NA,20,FALSE,TRUE,NA,15,"2015-10-19T00:00:00Z"
"708",810,"autumn",NA,20,FALSE,FALSE,NA,23,"2015-10-19T00:00:00Z"
"709",811,"autumn",NA,20,TRUE,TRUE,NA,10,"2015-10-19T00:00:00Z"
"710",812,"autumn",NA,20,TRUE,TRUE,NA,10,"2015-10-19T00:00:00Z"
"711",813,"autumn",NA,20,TRUE,TRUE,NA,10,"2015-10-19T00:00:00Z"
"712",814,"autumn",NA,20,FALSE,FALSE,NA,4,"2015-10-19T00:00:00Z"
"713",815,"autumn",NA,20,TRUE,TRUE,NA,10,"2015-10-19T00:00:00Z"
"714",816,"autumn",NA,20,TRUE,TRUE,NA,8,"2015-10-19T00:00:00Z"
"715",817,"autumn",NA,20,TRUE,TRUE,NA,12,"2015-10-19T00:00:00Z"
"716",818,"autumn",NA,20,TRUE,TRUE,NA,12,"2015-10-19T00:00:00Z"
"717",819,"autumn",NA,20,FALSE,FALSE,NA,23,"2015-10-19T00:00:00Z"
"718",820,"autumn",NA,20,FALSE,FALSE,NA,4,"2015-10-19T00:00:00Z"
"719",821,"autumn",NA,20,FALSE,FALSE,NA,2,"2015-10-19T00:00:00Z"
"720",822,"autumn",NA,20,TRUE,TRUE,NA,13,"2015-10-19T00:00:00Z"
"721",823,"autumn",NA,20,FALSE,FALSE,NA,9,"2015-10-19T00:00:00Z"
"722",824,"autumn",NA,20,FALSE,TRUE,NA,10,"2015-10-19T00:00:00Z"
"723",825,"autumn",NA,20,TRUE,TRUE,NA,10,"2015-10-19T00:00:00Z"
"724",826,"autumn",NA,20,FALSE,TRUE,NA,13,"2015-10-19T00:00:00Z"
"725",827,"autumn",NA,20,TRUE,TRUE,NA,5,"2015-10-19T00:00:00Z"
"726",828,"spring",7,20,FALSE,FALSE,4,3,"2015-05-23T00:00:00Z"
"727",829,"spring",NA,20,FALSE,FALSE,NA,2,NA
"728",830,"autumn",NA,20,TRUE,TRUE,NA,10,NA
"729",831,"tdt",33,22,TRUE,TRUE,5,19,"2018-08-04T00:00:00Z"
"730",832,"tdt",33,22,TRUE,TRUE,5,19,"2018-08-04T00:00:00Z"
"731",833,"tdt",33,22,TRUE,TRUE,5,19,"2018-08-04T00:00:00Z"
"732",834,"tdt",16,22,FALSE,FALSE,5,11,"2018-08-04T00:00:00Z"
"733",835,"tdt",31,22,TRUE,TRUE,5,17,"2018-08-04T00:00:00Z"
"734",836,"tdt",NA,22,FALSE,TRUE,5,20,"2018-08-04T00:00:00Z"
"735",837,"tdt",34,22,TRUE,TRUE,5,20,"2018-08-04T00:00:00Z"
"736",838,"tdt",31,22,TRUE,TRUE,5,17,"2018-08-04T00:00:00Z"
"737",839,"tdt",33,22,TRUE,TRUE,5,19,"2018-08-04T00:00:00Z"
"738",840,"tdt",31,22,TRUE,TRUE,5,17,"2018-08-04T00:00:00Z"
